word,COCA-Acad,ppm,ratio,disp
build,230.00,1.92,0.61,0.89
immorality,230.00,1.92,1.93,0.87
must,230.00,1.92,0.84,0.88
sitcom,230.00,1.92,0.31,0.73
fantasize,230.00,1.92,0.68,0.89
skyrocket,230.00,1.92,0.74,0.91
earned,229.00,1.91,0.72,0.88
eerie,229.00,1.91,0.35,0.88
impenetrable,229.00,1.91,0.92,0.9
state-sponsored,229.00,1.91,1.79,0.87
euphoria,229.00,1.91,0.77,0.91
fuss,229.00,1.91,0.44,0.92
impatience,229.00,1.91,0.61,0.9
obituary,229.00,1.91,0.73,0.88
typewriter,229.00,1.91,0.5,0.88
yardstick,229.00,1.91,1.45,0.91
massively,229.00,1.91,1.36,0.88
deride,229.00,1.91,1,0.9
exude,229.00,1.91,0.69,0.86
ply,229.00,1.91,0.85,0.9
smack,229.00,1.91,0.27,0.9
undervalue,229.00,1.91,1.61,0.9
asymmetric,228.00,1.90,2.46,0.84
austere,228.00,1.90,0.92,0.9
contending,228.00,1.90,1.32,0.89
distributional,228.00,1.90,3.23,0.79
fanciful,228.00,1.90,0.89,0.9
interventionist,228.00,1.90,2.49,0.86
cove,228.00,1.90,0.42,0.82
din,228.00,1.90,0.66,0.85
eccentricity,228.00,1.90,1.26,0.85
heredity,228.00,1.90,2.04,0.87
papa,228.00,1.90,0.2,0.78
ploy,228.00,1.90,0.66,0.91
sardine,228.00,1.90,1.08,0.71
superstar,228.00,1.90,0.26,0.89
decimate,228.00,1.90,0.96,0.89
auburn,227.00,1.89,0.31,0.84
ghostly,227.00,1.89,0.6,0.85
mitigating,227.00,1.89,1.99,0.84
self-destructive,227.00,1.89,1.24,0.88
blackberry,227.00,1.89,0.5,0.8
breaker,227.00,1.89,0.63,0.8
coaster,227.00,1.89,0.43,0.79
outdoors,227.00,1.89,0.44,0.85
rung,227.00,1.89,0.93,0.83
subfield,227.00,1.89,3.37,0.65
waking,227.00,1.89,0.64,0.86
ill,227.00,1.89,1.09,0.92
man,227.00,1.89,0.57,0.88
misuse,227.00,1.89,0.95,0.91
site,227.00,1.89,1.48,0.87
last-minute,226.00,1.88,0.41,0.9
privy,226.00,1.88,0.95,0.88
sloppy,226.00,1.88,0.43,0.91
state-level,226.00,1.88,2.76,0.83
treacherous,226.00,1.88,0.58,0.9
trendy,226.00,1.88,0.44,0.91
abbreviation,226.00,1.88,1.96,0.88
abolitionist,226.00,1.88,1.39,0.82
chimney,226.00,1.88,0.35,0.87
compendium,226.00,1.88,1.58,0.9
delineation,226.00,1.88,2.54,0.9
pounding,226.00,1.88,0.27,0.9
subpopulation,226.00,1.88,3.23,0.82
uplift,226.00,1.88,1.45,0.86
velvet,226.00,1.88,0.21,0.9
manifestly,226.00,1.88,2.13,0.89
painstakingly,226.00,1.88,0.95,0.89
camp,226.00,1.88,0.45,0.88
overhaul,226.00,1.88,0.61,0.9
privilege,226.00,1.88,3.04,0.89
computer-generated,225.00,1.88,1.18,0.85
falling,225.00,1.88,0.61,0.89
forbidden,225.00,1.88,0.66,0.9
mercantile,225.00,1.88,1.9,0.84
phantom,225.00,1.88,0.74,0.87
verifiable,225.00,1.88,1.89,0.87
assessor,225.00,1.88,1.18,0.79
heavyweight,225.00,1.88,0.37,0.84
heterosexual,225.00,1.88,1.77,0.73
robustness,225.00,1.88,2.82,0.75
self-respect,225.00,1.88,1.28,0.89
vandalism,225.00,1.88,0.97,0.86
justifiably,225.00,1.88,1.59,0.92
yearly,225.00,1.88,1.47,0.9
clamor,225.00,1.88,0.71,0.91
excerpt,225.00,1.88,0.38,0.91
lace,225.00,1.88,0.43,0.9
adjoining,224.00,1.87,0.7,0.9
congenial,224.00,1.87,1.3,0.9
derivative,224.00,1.87,1.79,0.9
inexplicable,224.00,1.87,0.81,0.89
polarized,224.00,1.87,1.73,0.85
rosy,224.00,1.87,0.51,0.9
shady,224.00,1.87,0.44,0.88
unfulfilled,224.00,1.87,1.39,0.92
well-intentioned,224.00,1.87,1.34,0.91
winding,224.00,1.87,0.5,0.88
avatar,224.00,1.87,0.85,0.8
brunt,224.00,1.87,0.86,0.89
comedian,224.00,1.87,0.29,0.89
financier,224.00,1.87,0.82,0.88
preconception,224.00,1.87,1.72,0.91
spate,224.00,1.87,1.04,0.84
veracity,224.00,1.87,1.64,0.89
insufficiently,224.00,1.87,1.98,0.9
warmly,224.00,1.87,0.58,0.92
defect,224.00,1.87,0.86,0.86
forego,224.00,1.87,1.53,0.9
lapse,224.00,1.87,0.88,0.91
quadruple,224.00,1.87,1,0.9
reformulate,224.00,1.87,2.36,0.92
slay,224.00,1.87,0.62,0.88
coordinating,223.00,1.86,1.89,0.85
dishonest,223.00,1.86,0.74,0.89
overdue,223.00,1.86,0.58,0.91
paternalistic,223.00,1.86,2.05,0.87
stamped,223.00,1.86,1.15,0.89
unrelenting,223.00,1.86,0.92,0.92
continuance,223.00,1.86,2.24,0.76
counterweight,223.00,1.86,1.86,0.84
dung,223.00,1.86,0.94,0.79
fissure,223.00,1.86,1.08,0.9
patchwork,223.00,1.86,0.74,0.9
annoy,223.00,1.86,0.47,0.92
bracket,223.00,1.86,1.61,0.87
flower,223.00,1.86,0.68,0.83
shame,223.00,1.86,0.59,0.9
trickle,223.00,1.86,0.39,0.9
copious,222.00,1.85,1.45,0.89
lame,222.00,1.85,0.46,0.89
mindless,222.00,1.85,0.82,0.91
prohibitive,222.00,1.85,1.54,0.89
harbinger,222.00,1.85,1.2,0.9
paternalism,222.00,1.85,2.23,0.85
president-elect,222.00,1.85,0.3,0.88
reckoning,222.00,1.85,0.87,0.91
reinterpretation,222.00,1.85,2.48,0.89
unpredictability,222.00,1.85,1.54,0.89
whisper,222.00,1.85,0.17,0.9
aloft,222.00,1.85,0.71,0.82
upstairs,222.00,1.85,0.12,0.92
frown,222.00,1.85,0.12,0.93
tug,222.00,1.85,0.19,0.87
beleaguered,221.00,1.84,0.77,0.9
free-standing,221.00,1.84,1.32,0.83
genealogical,221.00,1.84,2.17,0.85
immutable,221.00,1.84,1.8,0.9
lucid,221.00,1.84,1.07,0.75
nautical,221.00,1.84,1.13,0.84
ranked,221.00,1.84,0.95,0.82
streamlined,221.00,1.84,0.96,0.89
unfriendly,221.00,1.84,1.11,0.89
ancient,221.00,1.84,1.46,0.88
apron,221.00,1.84,0.31,0.82
deletion,221.00,1.84,2.43,0.87
laundering,221.00,1.84,1.06,0.79
pardon,221.00,1.84,0.28,0.85
rooftop,221.00,1.84,0.33,0.86
syphilis,221.00,1.84,1.29,0.87
virginity,221.00,1.84,1.01,0.84
vitally,221.00,1.84,1.65,0.92
ready,221.00,1.84,0.35,0.9
declarative,220.00,1.83,2.62,0.8
enterprising,220.00,1.83,1.25,0.9
reassuring,220.00,1.83,0.58,0.92
uniformed,220.00,1.83,0.46,0.89
weighty,220.00,1.83,0.92,0.91
better,220.00,1.83,0.7,0.92
comparability,220.00,1.83,3.28,0.84
entertainer,220.00,1.83,0.36,0.89
shaker,220.00,1.83,0.57,0.89
speck,220.00,1.83,0.51,0.85
yellow,220.00,1.83,0.35,0.81
erroneously,220.00,1.83,1.86,0.92
abduct,220.00,1.83,0.58,0.89
bribe,220.00,1.83,0.66,0.88
stagnate,220.00,1.83,1.69,0.89
trumpet,220.00,1.83,0.8,0.91
consonant,219.00,1.83,2.82,0.87
incessant,219.00,1.83,1.03,0.91
pejorative,219.00,1.83,1.84,0.88
restrained,219.00,1.83,1.03,0.88
two-day,219.00,1.83,0.6,0.89
forty-eight,219.00,1.83,0.95,0.91
aficionado,219.00,1.83,0.97,0.83
clutter,219.00,1.83,0.63,0.8
diving,219.00,1.83,0.73,0.81
drunkenness,219.00,1.83,1.56,0.81
Nigerian,219.00,1.83,1.84,0.72
vet,219.00,1.83,0.32,0.88
avail,219.00,1.83,1.59,0.91
clad,219.00,1.83,0.49,0.91
plunder,219.00,1.83,1.22,0.88
rot,219.00,1.83,0.44,0.87
proportion,218.00,1.82,1.94,0.89
abused,218.00,1.82,0.9,0.83
bustling,218.00,1.82,0.59,0.89
issuing,218.00,1.82,1.17,0.9
steadfast,218.00,1.82,1.14,0.9
wondrous,218.00,1.82,0.76,0.88
barge,218.00,1.82,0.48,0.86
bastion,218.00,1.82,0.91,0.88
entourage,218.00,1.82,0.6,0.86
flowering,218.00,1.82,1.46,0.85
forerunner,218.00,1.82,1.48,0.91
fruition,218.00,1.82,1.24,0.9
pivot,218.00,1.82,1.03,0.81
skyline,218.00,1.82,0.43,0.84
whereabouts,218.00,1.82,0.59,0.9
dissociate,218.00,1.82,2.5,0.87
peg,218.00,1.82,0.81,0.89
piece,218.00,1.82,0.8,0.88
salute,218.00,1.82,0.4,0.89
strew,218.00,1.82,0.47,0.89
Eurasian,217.00,1.81,2.14,0.77
phony,217.00,1.81,0.37,0.9
unionized,217.00,1.81,1.36,0.84
well-meaning,217.00,1.81,0.99,0.91
academician,217.00,1.81,2.19,0.82
crucible,217.00,1.81,1.31,0.84
faraway,217.00,1.81,0.68,0.87
foodstuff,217.00,1.81,1.5,0.87
graveyard,217.00,1.81,0.46,0.88
tang,217.00,1.81,0.81,0.84
vat,217.00,1.81,0.89,0.79
concoct,217.00,1.81,0.73,0.92
relive,217.00,1.81,0.56,0.9
crooked,216.00,1.80,0.33,0.9
quantifiable,216.00,1.80,2.49,0.92
strident,216.00,1.80,1.07,0.89
fine-tuning,216.00,1.80,1.49,0.85
glamor,216.00,1.80,0.19,0.91
professionalization,216.00,1.80,2.95,0.86
trimester,216.00,1.80,1.36,0.7
categorically,216.00,1.80,1.29,0.9
flatter,216.00,1.80,0.46,0.91
outstrip,216.00,1.80,1.25,0.9
computer-assisted,215.00,1.79,2.46,0.87
darkened,215.00,1.79,0.44,0.87
employed,215.00,1.79,2.11,0.86
home-grown,215.00,1.79,0.71,0.89
macho,215.00,1.79,0.56,0.89
studied,215.00,1.79,1.21,0.91
trailing,215.00,1.79,0.97,0.8
wooded,215.00,1.79,0.48,0.87
bigotry,215.00,1.79,0.75,0.85
deviance,215.00,1.79,2.72,0.86
introspection,215.00,1.79,1.46,0.87
militarization,215.00,1.79,2.84,0.77
stumbling,215.00,1.79,1.28,0.89
covet,215.00,1.79,0.73,0.91
game,215.00,1.79,0.89,0.82
horrify,215.00,1.79,0.44,0.9
stitch,215.00,1.79,0.44,0.86
agreed-upon,214.00,1.78,2.18,0.9
piecemeal,214.00,1.78,1.89,0.87
qualifying,214.00,1.78,0.9,0.89
unorthodox,214.00,1.78,0.97,0.82
acclaim,214.00,1.78,0.71,0.91
disincentive,214.00,1.78,1.81,0.88
glossary,214.00,1.78,1.22,0.87
notoriety,214.00,1.78,0.77,0.89
oratory,214.00,1.78,1.64,0.85
tuning,214.00,1.78,1.55,0.83
habitually,214.00,1.78,1.48,0.91
whence,214.00,1.78,1.5,0.89
ail,214.00,1.78,1.1,0.88
founder,214.00,1.78,0.99,0.89
iron,214.00,1.78,0.51,0.89
revamp,214.00,1.78,0.76,0.89
hairy,213.00,1.78,0.43,0.84
out,213.00,1.78,0.88,0.92
resourceful,213.00,1.78,0.99,0.92
thirsty,213.00,1.78,0.48,0.9
transformed,213.00,1.78,2.24,0.9
unreal,213.00,1.78,0.72,0.89
unwieldy,213.00,1.78,1.23,0.9
voluminous,213.00,1.78,1.15,0.91
antique,213.00,1.78,0.19,0.87
frailty,213.00,1.78,1.35,0.87
homemaker,213.00,1.78,0.83,0.85
insensitivity,213.00,1.78,1.42,0.89
huddle,213.00,1.78,0.25,0.9
oversimplify,213.00,1.78,2.04,0.91
chilly,212.00,1.77,0.33,0.89
flashy,212.00,1.77,0.54,0.88
uncompromising,212.00,1.77,1.13,0.89
watery,212.00,1.77,0.51,0.86
thirty-one,212.00,1.77,1.03,0.9
belongings,212.00,1.77,0.4,0.89
dignitary,212.00,1.77,0.87,0.81
identifier,212.00,1.77,2.41,0.82
mutilation,212.00,1.77,1.35,0.87
newborn,212.00,1.77,0.85,0.87
stare,212.00,1.77,0.24,0.88
symbiosis,212.00,1.77,2.22,0.84
gracefully,212.00,1.77,0.5,0.9
interchangeably,212.00,1.77,2.47,0.92
productively,212.00,1.77,2.14,0.91
goodbye,212.00,1.77,0.16,0.87
befall,212.00,1.77,1,0.89
befriend,212.00,1.77,0.63,0.9
blossom,212.00,1.77,0.58,0.92
forsake,212.00,1.77,0.97,0.89
meld,212.00,1.77,0.94,0.91
mend,212.00,1.77,0.53,0.9
whilst,211.00,1.76,1.55,0.89
advisable,211.00,1.76,1.66,0.92
estranged,211.00,1.76,0.64,0.9
internalized,211.00,1.76,2.72,0.84
manly,211.00,1.76,0.89,0.79
numbered,211.00,1.76,1.31,0.88
panoramic,211.00,1.76,1.03,0.85
submissive,211.00,1.76,1.56,0.88
untrue,211.00,1.76,0.65,0.9
audiotape,211.00,1.76,0.52,0.87
baker,211.00,1.76,0.05,0.89
emerald,211.00,1.76,0.43,0.8
eviction,211.00,1.76,1.13,0.83
hunch,211.00,1.76,0.67,0.88
markup,211.00,1.76,0.66,0.84
mischief,211.00,1.76,0.62,0.89
orphanage,211.00,1.76,0.38,0.85
seer,211.00,1.76,1.49,0.86
shoemaker,211.00,1.76,1.12,0.81
unease,211.00,1.76,0.81,0.89
womanhood,211.00,1.76,1.2,0.85
persuasively,211.00,1.76,2.12,0.91
quarterly,211.00,1.76,1.92,0.89
sorely,211.00,1.76,0.91,0.92
verbatim,211.00,1.76,1.85,0.88
better,211.00,1.76,0.64,0.93
chastise,211.00,1.76,0.96,0.9
graft,211.00,1.76,1.27,0.9
disgruntled,210.00,1.75,0.68,0.9
inconsequential,210.00,1.75,1.17,0.92
non-european,210.00,1.75,2.72,0.79
overcrowded,210.00,1.75,0.78,0.89
sheltered,210.00,1.75,0.8,0.87
stormy,210.00,1.75,0.62,0.89
uninformed,210.00,1.75,1.45,0.91
watchful,210.00,1.75,0.7,0.92
extermination,210.00,1.75,1.62,0.85
foreclosure,210.00,1.75,0.31,0.8
obsolescence,210.00,1.75,2.16,0.85
paddle,210.00,1.75,0.51,0.8
shrink,210.00,1.75,0.6,0.87
assuage,210.00,1.75,1.29,0.9
astound,210.00,1.75,0.73,0.9
heap,210.00,1.75,0.51,0.92
nullify,210.00,1.75,1.37,0.89
wrest,210.00,1.75,1.02,0.89
abreast,209.00,1.74,1.23,0.91
stirring,209.00,1.74,0.59,0.9
ace,209.00,1.74,0.17,0.79
cassava,209.00,1.74,2.29,0.72
foreman,209.00,1.74,0.22,0.84
inclusiveness,209.00,1.74,2.1,0.89
serenity,209.00,1.74,0.64,0.85
tranquility,209.00,1.74,0.99,0.88
dynamically,209.00,1.74,2.8,0.86
linearly,209.00,1.74,3.22,0.82
default,209.00,1.74,1.01,0.89
delimit,209.00,1.74,3.09,0.88
appreciable,208.00,1.73,2.01,0.9
diminutive,208.00,1.73,0.9,0.84
impotent,208.00,1.73,1.13,0.9
ineligible,208.00,1.73,1.03,0.87
moot,208.00,1.73,1.19,0.85
spartan,208.00,1.73,1.03,0.87
forty-two,208.00,1.73,0.96,0.9
bale,208.00,1.73,0.52,0.83
cola,208.00,1.73,0.84,0.85
corrective,208.00,1.73,2.48,0.88
psychoanalyst,208.00,1.73,1.81,0.83
sprawl,208.00,1.73,0.6,0.88
miraculously,208.00,1.73,0.62,0.89
allay,208.00,1.73,1.36,0.9
alienating,207.00,1.73,1.4,0.89
bewildering,207.00,1.73,1.13,0.89
far-fetched,207.00,1.73,1.03,0.89
formalized,207.00,1.73,2.7,0.89
gratifying,207.00,1.73,0.85,0.91
haphazard,207.00,1.73,1.19,0.91
monogamous,207.00,1.73,1.5,0.84
weakened,207.00,1.73,1.13,0.9
cover-up,207.00,1.73,0.49,0.85
diminution,207.00,1.73,2.31,0.87
displeasure,207.00,1.73,0.94,0.89
domestication,207.00,1.73,2.82,0.81
kerosene,207.00,1.73,0.79,0.74
paraphernalia,207.00,1.73,1.06,0.88
patrimony,207.00,1.73,2.35,0.86
servitude,207.00,1.73,1.65,0.86
stockholder,207.00,1.73,0.72,0.87
toughness,207.00,1.73,0.63,0.86
yoke,207.00,1.73,1.11,0.87
devolve,207.00,1.73,1.43,0.88
hoist,207.00,1.73,0.4,0.9
retrain,207.00,1.73,1.04,0.91
concealed,206.00,1.72,0.64,0.86
dizzying,206.00,1.72,0.7,0.91
short-sighted,206.00,1.72,1.1,0.9
somber,206.00,1.72,0.42,0.9
tame,206.00,1.72,0.71,0.89
taped,206.00,1.72,0.63,0.9
gangster,206.00,1.72,0.38,0.85
misinterpretation,206.00,1.72,2.08,0.9
overflow,206.00,1.72,1.01,0.82
constructively,206.00,1.72,2.15,0.89
stubbornly,206.00,1.72,0.76,0.91
degenerate,206.00,1.72,1.4,0.91
flap,206.00,1.72,0.29,0.82
appreciative,205.00,1.71,0.7,0.85
declared,205.00,1.71,1.48,0.89
emotive,205.00,1.71,2.36,0.83
high-powered,205.00,1.71,0.69,0.86
inexorable,205.00,1.71,1.42,0.91
malleable,205.00,1.71,1.57,0.88
reliant,205.00,1.71,0.9,0.91
slick,205.00,1.71,0.29,0.88
tested,205.00,1.71,1.53,0.88
agility,205.00,1.71,0.96,0.88
commoner,205.00,1.71,1.6,0.84
dismantling,205.00,1.71,1.61,0.89
drake,205.00,1.71,0.39,0.8
maverick,205.00,1.71,0.28,0.88
minimization,205.00,1.71,3.23,0.84
portability,205.00,1.71,1.82,0.84
sanity,205.00,1.71,0.53,0.88
tailor,205.00,1.71,0.73,0.89
singularly,205.00,1.71,1.46,0.9
spectacularly,205.00,1.71,1.01,0.9
nickname,205.00,1.71,0.58,0.9
trash,205.00,1.71,0.38,0.88
barefoot,204.00,1.70,0.38,0.89
imprecise,204.00,1.70,1.76,0.89
laudable,204.00,1.70,1.69,0.91
preconceived,204.00,1.70,1.64,0.91
rooted,204.00,1.70,1.56,0.89
semi-arid,204.00,1.70,2.75,0.8
undetected,204.00,1.70,1.1,0.89
adage,204.00,1.70,1.09,0.91
bandit,204.00,1.70,0.53,0.83
blending,204.00,1.70,0.88,0.9
concealment,204.00,1.70,1.56,0.86
gentry,204.00,1.70,0.52,0.83
liking,204.00,1.70,0.9,0.89
sucker,204.00,1.70,0.45,0.86
ritually,204.00,1.70,2.43,0.83
same,204.00,1.70,0.42,0.91
bubble,204.00,1.70,0.44,0.87
patch,204.00,1.70,0.5,0.86
vet,204.00,1.70,0.76,0.9
exuberant,203.00,1.69,0.68,0.91
filthy,203.00,1.69,0.33,0.9
insular,203.00,1.69,1.4,0.89
navigational,203.00,1.69,1.43,0.84
permeable,203.00,1.69,2.4,0.86
signed,203.00,1.69,0.84,0.9
windy,203.00,1.69,0.34,0.84
dreamer,203.00,1.69,0.55,0.83
genitals,203.00,1.69,1.01,0.86
mandarin,203.00,1.69,0.8,0.86
separateness,203.00,1.69,2.59,0.79
warp,203.00,1.69,0.84,0.81
weekly,203.00,1.69,0.82,0.89
workman,203.00,1.69,0.52,0.89
gladly,203.00,1.69,0.53,0.91
successively,203.00,1.69,2.43,0.88
append,203.00,1.69,2.24,0.9
catalyze,203.00,1.69,2.39,0.88
gobble,203.00,1.69,0.51,0.88
shroud,203.00,1.69,0.72,0.89
style,203.00,1.69,0.62,0.92
unpack,203.00,1.69,0.54,0.9
bearded,202.00,1.68,0.41,0.89
convertible,202.00,1.68,0.95,0.85
custodial,202.00,1.68,1.41,0.87
disconcerting,202.00,1.68,0.88,0.91
dotted,202.00,1.68,1.41,0.85
first-class,202.00,1.68,0.53,0.88
graded,202.00,1.68,2.37,0.78
quirky,202.00,1.68,0.5,0.9
serene,202.00,1.68,0.45,0.92
textured,202.00,1.68,0.87,0.86
trusting,202.00,1.68,0.94,0.9
unattainable,202.00,1.68,1.63,0.92
waning,202.00,1.68,1.09,0.86
champ,202.00,1.68,0.28,0.86
uh,202.00,1.68,0.11,0.82
bemoan,202.00,1.68,0.99,0.91
depose,202.00,1.68,1.05,0.86
inflame,202.00,1.68,0.87,0.9
retract,202.00,1.68,0.83,0.86
depleted,201.00,1.68,1.17,0.87
gruesome,201.00,1.68,0.56,0.9
ineffectual,201.00,1.68,1.37,0.89
Inuit,201.00,1.68,1.76,0.64
rotten,201.00,1.68,0.32,0.91
six-year,201.00,1.68,0.7,0.89
stained,201.00,1.68,0.41,0.87
heron,201.00,1.68,0.6,0.79
innocent,201.00,1.68,0.8,0.84
launcher,201.00,1.68,0.65,0.81
microchip,201.00,1.68,1.34,0.84
scuba,201.00,1.68,0.73,0.82
upshot,201.00,1.68,1.34,0.87
live,201.00,1.68,0.41,0.91
respectfully,201.00,1.68,0.66,0.9
someplace,201.00,1.68,0.24,0.89
crisscross,201.00,1.68,0.64,0.87
apprehensive,200.00,1.67,0.78,0.9
exhilarating,200.00,1.67,0.68,0.92
handwritten,200.00,1.67,0.67,0.91
hazy,200.00,1.67,0.56,0.84
inadvertent,200.00,1.67,1.56,0.89
latter-day,200.00,1.67,1.26,0.85
manifold,200.00,1.67,2.18,0.89
peer-reviewed,200.00,1.67,2.12,0.85
time-honored,200.00,1.67,1.12,0.91
arson,200.00,1.67,0.63,0.77
knock,200.00,1.67,0.19,0.87
luncheon,200.00,1.67,0.42,0.9
mafia,200.00,1.67,0.47,0.85
mistreatment,200.00,1.67,1.25,0.83
pep,200.00,1.67,0.7,0.72
sojourn,200.00,1.67,1.12,0.88
universalism,200.00,1.67,2.91,0.82
dimly,200.00,1.67,0.56,0.88
onwards,200.00,1.67,2.57,0.85
captivate,200.00,1.67,0.69,0.89
distress,200.00,1.67,0.9,0.89
falsify,200.00,1.67,1.14,0.89
immobilize,200.00,1.67,1.22,0.88
rake,200.00,1.67,0.35,0.88
resettle,200.00,1.67,1.24,0.85
sandwich,200.00,1.67,0.91,0.83
complacent,199.00,1.66,0.91,0.91
cross-national,199.00,1.66,3.29,0.82
dreaded,199.00,1.66,0.75,0.92
menacing,199.00,1.66,0.56,0.9
middle-income,199.00,1.66,0.98,0.88
never-ending,199.00,1.66,0.82,0.92
precautionary,199.00,1.66,1.66,0.8
shortened,199.00,1.66,1.79,0.8
camouflage,199.00,1.66,0.62,0.85
decoding,199.00,1.66,2.9,0.83
driving,199.00,1.66,0.7,0.81
fanfare,199.00,1.66,0.75,0.9
impoverishment,199.00,1.66,2.44,0.88
initiator,199.00,1.66,2.59,0.79
ledge,199.00,1.66,0.29,0.84
overlay,199.00,1.66,1.23,0.84
receptivity,199.00,1.66,2.35,0.88
sigh,199.00,1.66,0.15,0.91
storefront,199.00,1.66,0.46,0.85
proportionally,199.00,1.66,2.28,0.89
wholeheartedly,199.00,1.66,1.08,0.9
barter,199.00,1.66,1.05,0.89
replay,199.00,1.66,0.59,0.89
slump,199.00,1.66,0.21,0.91
wilt,199.00,1.66,0.43,0.87
banned,198.00,1.65,0.73,0.89
induced,198.00,1.65,2.48,0.83
little-known,198.00,1.65,0.73,0.9
moralistic,198.00,1.65,2.02,0.84
ornate,198.00,1.65,0.47,0.88
small-town,198.00,1.65,0.49,0.9
three-part,198.00,1.65,1.47,0.9
traditionalist,198.00,1.65,2.51,0.85
withholding,198.00,1.65,1.27,0.88
curb,198.00,1.65,0.26,0.85
dorm,198.00,1.65,0.29,0.91
polygamy,198.00,1.65,1.38,0.78
puddle,198.00,1.65,0.34,0.71
profitably,198.00,1.65,1.92,0.92
gee,198.00,1.65,0.24,0.9
dam,198.00,1.65,0.9,0.81
disillusion,198.00,1.65,1.02,0.88
proscribe,198.00,1.65,2.25,0.87
scoff,198.00,1.65,0.52,0.91
absorbing,197.00,1.64,1.3,0.85
futuristic,197.00,1.64,0.81,0.85
caliber,197.00,1.64,0.48,0.87
collectivity,197.00,1.64,3.07,0.85
dispensation,197.00,1.64,1.79,0.85
eyeball,197.00,1.64,0.51,0.86
habitation,197.00,1.64,1.34,0.88
oddity,197.00,1.64,0.84,0.89
self-sacrifice,197.00,1.64,2.07,0.85
shit,197.00,1.64,0.06,0.89
slew,197.00,1.64,0.62,0.88
stable,197.00,1.64,0.53,0.91
sweetheart,197.00,1.64,0.24,0.83
cleverly,197.00,1.64,0.88,0.9
indiscriminately,197.00,1.64,1.46,0.9
auction,197.00,1.64,0.65,0.84
de-emphasize,197.00,1.64,2.16,0.89
empathize,197.00,1.64,1.18,0.88
morph,197.00,1.64,0.72,0.9
romanticize,197.00,1.64,1.41,0.86
bent,196.00,1.63,0.61,0.91
burned,196.00,1.63,0.72,0.87
collapsing,196.00,1.63,1.23,0.87
decaying,196.00,1.63,0.91,0.86
desolate,196.00,1.63,0.6,0.86
recalcitrant,196.00,1.63,1.44,0.91
recovered,196.00,1.63,1.85,0.84
upstate,196.00,1.63,0.49,0.91
forty-four,196.00,1.63,1.28,0.89
coloring,196.00,1.63,0.68,0.83
duplicate,196.00,1.63,1.41,0.85
echelon,196.00,1.63,1.11,0.82
hail,196.00,1.63,0.57,0.85
jug,196.00,1.63,0.39,0.87
quandary,196.00,1.63,1.02,0.91
requisite,196.00,1.63,2.21,0.88
springer,196.00,1.63,0.74,0.8
contrive,196.00,1.63,1,0.91
fracture,196.00,1.63,0.91,0.91
sterilize,196.00,1.63,0.93,0.82
childlike,195.00,1.63,0.7,0.89
germane,195.00,1.63,1.84,0.89
urbanized,195.00,1.63,2.33,0.86
wasted,195.00,1.63,0.62,0.89
crate,195.00,1.63,0.26,0.86
digging,195.00,1.63,0.72,0.84
distaste,195.00,1.63,0.78,0.9
exclusivity,195.00,1.63,1.58,0.88
expediency,195.00,1.63,1.68,0.88
logger,195.00,1.63,0.63,0.79
shout,195.00,1.63,0.24,0.91
slipper,195.00,1.63,0.32,0.69
tenacity,195.00,1.63,0.89,0.91
outwardly,195.00,1.63,1.29,0.9
regrettably,195.00,1.63,1.25,0.92
sporadically,195.00,1.63,1.21,0.91
divulge,195.00,1.63,0.79,0.92
rouse,195.00,1.63,0.48,0.91
sag,195.00,1.63,0.31,0.88
stymie,195.00,1.63,1.03,0.9
halfway,194.00,1.62,0.47,0.9
male-dominated,194.00,1.62,1.49,0.88
multiracial,194.00,1.62,1.07,0.86
ragged,194.00,1.62,0.28,0.89
sanguine,194.00,1.62,1.23,0.91
self-imposed,194.00,1.62,1.2,0.91
shattered,194.00,1.62,0.43,0.89
tranquil,194.00,1.62,0.71,0.89
thirty-eight,194.00,1.62,0.99,0.9
briefcase,194.00,1.62,0.25,0.86
delicacy,194.00,1.62,0.53,0.89
forecaster,194.00,1.62,0.71,0.8
illustrator,194.00,1.62,0.59,0.82
infraction,194.00,1.62,0.92,0.89
purveyor,194.00,1.62,0.98,0.92
renegade,194.00,1.62,0.71,0.86
rho,194.00,1.62,2.95,0.81
scam,194.00,1.62,0.33,0.85
self-help,194.00,1.62,1.55,0.85
yarn,194.00,1.62,0.53,0.84
unmistakably,194.00,1.62,1.12,0.9
aw,194.00,1.62,0.51,0.65
busy,194.00,1.62,0.5,0.9
demonize,194.00,1.62,0.92,0.88
flag,194.00,1.62,0.69,0.88
foil,194.00,1.62,0.86,0.88
pipe,194.00,1.62,0.58,0.85
prey,194.00,1.62,0.97,0.83
trivialize,194.00,1.62,1.31,0.88
boundless,193.00,1.61,1.04,0.9
erstwhile,193.00,1.61,1.41,0.88
exiled,193.00,1.61,1.09,0.85
nebulous,193.00,1.61,1.8,0.86
non-Jewish,193.00,1.61,2.29,0.76
thirty-seven,193.00,1.61,0.97,0.92
bandwagon,193.00,1.61,0.87,0.9
bind,193.00,1.61,1.13,0.83
infidel,193.00,1.61,1.28,0.84
linking,193.00,1.61,2.55,0.87
trickle,193.00,1.61,0.53,0.89
appreciably,193.00,1.61,2.06,0.86
blindly,193.00,1.61,0.62,0.91
seamlessly,193.00,1.61,1.08,0.87
baffle,193.00,1.61,0.59,0.89
portend,193.00,1.61,1.45,0.9
reinvigorate,193.00,1.61,1.29,0.89
